Altium Designer Pick and Place Locations
C:\Users\thoma\Documents\Altium\UltraZOhm\Slow ADC Main\Project Outputs for Analog_MAX11331_Adapter_1v02\Pick Place\PickPlace_Analog_MAX11331_Adapter_1v02_1v01.txt

========================================================================================================================
File Design Information:

Date:       10.06.20
Time:       09:00
Revision:   3972788b5e88ec3c825f91b9711b4f248a2b8af0
Variant:    No_CLK_RTN
Units used: mm

Designator  Footprint                    Center-X(mm) Center-Y(mm) Ref-X(mm) Ref-Y(mm) Pad-X(mm) Pad-Y(mm) Rotation Layer       Comment                      
U3A         TSOP65P640X120-16N           53.8243      12.4189      53.8243   12.4189   56.7743   10.1439   180      TopLayer    "Quad LVDS reciever"         
U2C         TSOP65P640X120-16N           71.4426      -39.7760     71.4426   -39.7760  74.3926   -42.0510  180      TopLayer    "Quad LVDS driver"           
U2B         TSOP65P640X120-16N           71.4482      -18.3336     71.4482   -18.3336  74.3982   -20.6086  180      TopLayer    "Quad LVDS driver"           
U2A         TSOP65P640X120-16N           71.4680      2.5454       71.4680   2.5454    74.4180   0.2704    180      TopLayer    "Quad LVDS driver"           
U1          TSOP65P640X120-16N           31.6000      11.7000      31.6000   11.7000   28.6500   13.9750   0        TopLayer    SN74AVC4T774                 
R39         RES_0603                     65.5540      30.5270      65.5540   31.3270   65.5540   31.3270   360      TopLayer    100R                         
R38         RES_0603                     59.7120      30.5270      59.7120   31.3270   59.7120   31.3270   360      TopLayer    20k                          
R37C        RES_0603                     66.6276      -41.0232     66.6276   -41.8232  66.6276   -41.8232  180      TopLayer    100R                         
R37B        RES_0603                     66.6332      -19.5808     66.6332   -20.3808  66.6332   -20.3808  180      TopLayer    100R                         
R37A        RES_0603                     66.6530      1.2982       66.6530   0.4982    66.6530   0.4982    180      TopLayer    100R                         
R36         RES_0603                     26.2000      -24.4000     25.4000   -24.4000  25.4000   -24.4000  90       TopLayer    10k                          
R35         RES_0603                     26.2000      -22.7500     25.4000   -22.7500  25.4000   -22.7500  90       TopLayer    10k                          
R34         RES_0603                     26.2000      -19.5000     25.4000   -19.5000  25.4000   -19.5000  90       TopLayer    10k                          
R33         RES_0603                     26.2000      -17.8000     25.4000   -17.8000  25.4000   -17.8000  90       TopLayer    10k                          
R32         RES_0603                     26.2000      -16.1000     25.4000   -16.1000  25.4000   -16.1000  90       TopLayer    10k                          
R31         RES_0603                     26.2000      -14.4750     25.4000   -14.4750  25.4000   -14.4750  90       TopLayer    10k                          
R30         RES_0603                     53.8700      30.5270      53.8700   31.3270   53.8700   31.3270   360      TopLayer    330                          
R29         RES_0603                     38.1890      30.2260      37.3890   30.2260   37.3890   30.2260   90       TopLayer    100k                         
R28         RES_0603                     30.5000      30.2000      29.7000   30.2000   29.7000   30.2000   90       TopLayer    10k                          
R27         RES_0603                     36.6650      42.7990      35.8650   42.7990   35.8650   42.7990   90       TopLayer    115k                         
R26         RES_0603                     38.9890      32.6010      38.9890   31.8010   38.9890   31.8010   180      TopLayer    200k                         
R25         RES_0603                     27.2000      32.5000      28.0000   32.5000   28.0000   32.5000   270      TopLayer    2.2M                         
R24C        RES_0603                     48.9989      -31.3025     48.9989   -32.1025  48.9989   -32.1025  180      TopLayer    100R                         
R24B        RES_0603                     49.0045      -9.8601      49.0045   -10.6601  49.0045   -10.6601  180      TopLayer    100R                         
R24A        RES_0603                     49.0243      11.0189      49.0243   10.2189   49.0243   10.2189   180      TopLayer    100R                         
R23C        RES_0603                     48.9989      -28.5025     48.9989   -27.7025  48.9989   -27.7025  360      TopLayer    100R                         
R23B        RES_0603                     49.0045      -7.0601      49.0045   -6.2601   49.0045   -6.2601   360      TopLayer    100R                         
R23A        RES_0603                     49.0243      13.8189      49.0243   14.6189   49.0243   14.6189   360      TopLayer    100R                         
R22C        RES_0603                     58.5989      -28.5025     58.5989   -27.7025  58.5989   -27.7025  360      TopLayer    100R                         
R22B        RES_0603                     58.6045      -7.0601      58.6045   -6.2601   58.6045   -6.2601   360      TopLayer    100R                         
R22A        RES_0603                     58.6243      13.8189      58.6243   14.6189   58.6243   14.6189   360      TopLayer    100R                         
R21C        RES_0603                     58.5989      -31.3025     58.5989   -32.1025  58.5989   -32.1025  180      TopLayer    100R                         
R21B        RES_0603                     58.6045      -9.8601      58.6045   -10.6601  58.6045   -10.6601  180      TopLayer    100R                         
R21A        RES_0603                     58.6243      11.0189      58.6243   10.2189   58.6243   10.2189   180      TopLayer    100R                         
R20         RES_0603                     26.2000      -11.2000     25.4000   -11.2000  25.4000   -11.2000  90       TopLayer    10k                          
R19         RES_0603                     26.2000      -9.5000      25.4000   -9.5000   25.4000   -9.5000   90       TopLayer    10k                          
R18         RES_0603                     26.2000      -7.8000      25.4000   -7.8000   25.4000   -7.8000   90       TopLayer    10k                          
R17         RES_0603                     26.2000      -6.2260      25.4000   -6.2260   25.4000   -6.2260   90       TopLayer    10k                          
R16         RES_0603                     26.2000      -2.9000      25.4000   -2.9000   25.4000   -2.9000   90       TopLayer    10k                          
R15         RES_0603                     26.2000      -1.2000      25.4000   -1.2000   25.4000   -1.2000   90       TopLayer    10k                          
R13         RES_0603                     26.2000      0.5000       25.4000   0.5000    25.4000   0.5000    90       TopLayer    10k                          
R12         RES_0603                     26.2000      2.1500       25.4000   2.1500    25.4000   2.1500    90       TopLayer    10k                          
R11         RES_0603                     26.2000      5.3679       25.4000   5.3679    25.4000   5.3679    90       TopLayer    10k                          
R10         RES_0603                     26.2000      7.1000       25.4000   7.1000    25.4000   7.1000    90       TopLayer    10k                          
R7          RES_0603                     26.2000      8.8000       25.4000   8.8000    25.4000   8.8000    90       TopLayer    10k                          
R6          RES_0603                     26.2000      10.4500      25.4000   10.4500   25.4000   10.4500   90       TopLayer    10k                          
R5          RES_0603                     26.2000      13.6936      25.4000   13.6936   25.4000   13.6936   90       TopLayer    10k                          
R4          RES_0603                     26.2000      15.4000      25.4000   15.4000   25.4000   15.4000   90       TopLayer    10k                          
R2          RES_0603                     8.8000       -18.3000     8.8000    -19.1000  8.8000    -19.1000  180      TopLayer    0                            
P1          HDR2X3                       24.7904      -38.6842     23.5204   -36.1442  23.5204   -36.1442  270      TopLayer    "Header 3X2"                 
Logo3       LOGO_G.S.OHM_UNIVERSITY      -5.5880      -82.2198     78.5000   26.2000   -5.5880   -82.2198  0        TopLayer    "LOGO G.S. Ohm"              
Logo2       LOGO_TUM                     -5.5880      -82.2198     78.2000   35.7000   -5.5880   -82.2198  360      TopLayer    "LOGO TUM"                   
Logo1       LOGO_USACH                   -5.5880      -82.2198     91.0000   30.2000   -5.5880   -82.2198  0        TopLayer    "LOGO USACH"                 
L1          INDUCTOR_5030                35.3000      39.3300      35.3000   39.3300   37.1000   39.3300   180      TopLayer    33µH                         
D3          LED_0805_GREEN               65.5560      34.1270      65.5560   34.1270   65.5560   35.1770   270      TopLayer    1.8V                         
D2          LED_0805_GREEN               59.7560      34.1270      59.7560   34.1270   59.7560   35.1770   270      TopLayer    VIN                          
D1          LED_0805_GREEN               53.8560      34.2270      53.8560   34.2270   53.8560   35.2770   270      TopLayer    VCC                          
C25         CAP_0603                     36.5000      -18.9000     36.5000   -19.6000  36.5000   -19.6000  180      TopLayer    100nF                        
C24         CAP_0603                     36.5000      -10.7000     36.5000   -11.4000  36.5000   -11.4000  180      TopLayer    100nF                        
C23         CAP_0603                     36.5000      -2.3000      36.5000   -3.0000   36.5000   -3.0000   180      TopLayer    100nF                        
C22         CAP_0603                     36.5000      5.9000       36.5000   5.2000    36.5000   5.2000    180      TopLayer    100nF                        
C21         CAP_0603                     36.5000      14.2000      36.5000   13.5000   36.5000   13.5000   180      TopLayer    100nF                        
C20         CAP_0603                     32.8810      -17.8000     33.5810   -17.8000  33.5810   -17.8000  270      TopLayer    100nF                        
C19         CAP_0603                     32.8810      -9.5000      33.5810   -9.5000   33.5810   -9.5000   270      TopLayer    100nF                        
C18         CAP_0603                     32.8810      -1.2000      33.5810   -1.2000   33.5810   -1.2000   270      TopLayer    100nF                        
C17         CAP_0603                     33.0000      20.7000      33.7000   20.7000   33.7000   20.7000   270      TopLayer    " 1µF"                       
C16         CAP_0603                     33.0000      26.5000      33.7000   26.5000   33.7000   26.5000   270      TopLayer    " 1µF"                       
C15         CAP_0603                     40.7670      32.5740      40.7670   33.2740   40.7670   33.2740   0        TopLayer    91pF                         
C14         CAP_0603                     29.5600      32.4000      29.5600   33.1000   29.5600   33.1000   0        TopLayer    " 1µF"                       
C13         CAP_0603                     29.5600      35.1700      29.5600   34.4700   29.5600   34.4700   180      TopLayer    100nF                        
C12         RES_1206                     26.0000      35.7700      26.0000   34.2700   26.0000   34.2700   0        TopLayer    10µF                         
C11         RES_1206                     29.1000      38.9000      29.1000   40.4000   29.1000   40.4000   180      TopLayer    10µF                         
C10         CAP_0603                     31.4000      38.3000      31.4000   39.0000   31.4000   39.0000   0        TopLayer    100nF                        
C9          WCAP-ATG8_6.3X11             21.0000      36.9000      21.0000   36.9000   21.0000   38.1500   270      TopLayer    68µF                         
C8          WCAP-ATG8_6.3X11             24.2000      43.8000      24.2000   43.8000   22.9500   43.8000   360      TopLayer    68µF                         
C7          CAP_0603                     33.8440      42.7990      33.1440   42.7990   33.1440   42.7990   90       TopLayer    1.2nF                        
C6          CAP_0603                     39.0000      35.4000      39.0000   36.1000   39.0000   36.1000   0        TopLayer    2.2nF                        
C4C         CAP_0603                     69.2276      -43.4232     68.5276   -43.4232  68.5276   -43.4232  90       TopLayer    100nF                        
C4B         CAP_0603                     69.2332      -21.9808     68.5332   -21.9808  68.5332   -21.9808  90       TopLayer    100nF                        
C4A         CAP_0603                     69.2530      -1.1018      68.5530   -1.1018   68.5530   -1.1018   90       TopLayer    100nF                        
C3C         CAP_0603                     50.2989      -33.6025     50.9989   -33.6025  50.9989   -33.6025  270      TopLayer    100nF                        
C3B         CAP_0603                     50.3045      -12.1601     51.0045   -12.1601  51.0045   -12.1601  270      TopLayer    100nF                        
C3A         CAP_0603                     50.3243      8.7189       51.0243   8.7189    51.0243   8.7189    270      TopLayer    100nF                        
C2          CAP_0603                     32.8810      7.1000       33.5810   7.1000    33.5810   7.1000    270      TopLayer    100nF                        
C1          CAP_0603                     32.8810      15.4000      33.5810   15.4000   33.5810   15.4000   270      TopLayer    100nF                        
BS1         RES_1206                     23.5000      30.9000      23.5000   29.4000   23.5000   29.4000   360      TopLayer    "Ferrite bead"               
